ensembl_gene_id	external_gene_name	description	entrezgene	hsapiens_homolog_ensembl_gene	hsapiens_homolog_perc_id	hgnc_symbol	Human_description	Human_entrez_geneid	ensembl_peptide_ids	ensembl_transcript_ids	MRL_C1	MRL_C2	MRL_C3	MRL_C4	MRL_C5	MRL_C6	MRL_C7	MRL_C8	MRL_2DG_1	MRL_2DG_2	MRL_2DG_3	MRL_2DG_4	MRL_2DG_5	MRL_2DG_6	MRL_2DG_7	MRL_2DG_8	MRL_2DG_9
ENSMUSG00000078763	Slfn1	schlafen 1 [Source:MGI Symbol;Acc:MGI:1313259]	20555	ENSG00000172123	50.7418	SLFN12	schlafen family member 12 [Source:HGNC Symbol;Acc:HGNC:25500]	55106	ENSMUSP00000047782	ENSMUST00000037994	496	201	310	180	145	168	193	301	143	117	182	162	190	103	297	77	540
ENSMUSG00000078765	U2af1l4	U2 small nuclear RNA auxiliary factor 1-like 4 [Source:MGI Symbol;Acc:MGI:2678374]	233073	ENSG00000161265	76.8182	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4 [Source:HGNC Symbol;Acc:HGNC:23020]	199746	ENSMUSP00000131781,ENSMUSP00000131193,ENSMUSP00000125959,ENSMUSP00000128950,ENSMUSP00000129102,ENSMUSP00000146344,ENSMUSP00000130649,ENSMUSP00000132915,ENSMUSP00000125838,ENSMUSP00000129697,ENSMUSP00000125790,ENSMUSP00000131654,ENSMUSP00000127233,ENSMUSP00000039406,ENSMUSP00000131048,ENSMUSP00000146834,ENSMUSP00000129385,ENSMUSP00000132316,ENSMUSP00000146831,ENSMUSP00000132536	ENSMUST00000165009,ENSMUST00000166864,ENSMUST00000165524,ENSMUST00000171850,ENSMUST00000164365,ENSMUST00000169283,ENSMUST00000163464,ENSMUST00000168333,ENSMUST00000167501,ENSMUST00000169962,ENSMUST00000169911,ENSMUST00000171364,ENSMUST00000167202,ENSMUST00000163482,ENSMUST00000168229,ENSMUST00000166257,ENSMUST00000168931,ENSMUST00000165722,ENSMUST00000168555,ENSMUST00000165773,ENSMUST00000163276,ENSMUST00000165543,ENSMUST00000164438,ENSMUST00000043273,ENSMUST00000169071,ENSMUST00000163654,ENSMUST00000170453,ENSMUST00000167361,ENSMUST00000168222,ENSMUST00000163330,ENSMUST00000166510,ENSMUST00000166960,ENSMUST00000167024,ENSMUST00000163848	4	0	0	0	7	2	3	3	5	4	4	6	2	6	3	4	1
ENSMUSG00000078768	Zfp566	zinc finger protein 566 [Source:MGI Symbol;Acc:MGI:1919806]	72556	ENSG00000186017	80.3109	ZNF566	zinc finger protein 566 [Source:HGNC Symbol;Acc:HGNC:25919]	84924	ENSMUSP00000086164	ENSMUST00000182248,ENSMUST00000088785	538	470	338	326	259	411	419	438	560	452	500	412	547	608	333	326	304
ENSMUSG00000078771	Evi2a	ecotropic viral integration site 2a [Source:MGI Symbol;Acc:MGI:95458]	14017	ENSG00000126860	65.0224	EVI2A	ecotropic viral integration site 2A [Source:HGNC Symbol;Acc:HGNC:3499]	2123	ENSMUSP00000099526,ENSMUSP00000137045,ENSMUSP00000115683,ENSMUSP00000125936	ENSMUST00000133148,ENSMUST00000103236,ENSMUST00000154415,ENSMUST00000146611,ENSMUST00000170799	3963	3594	3707	4612	4757	4381	4206	4110	3465	3409	4425	3937	4668	4857	4273	3611	3687
ENSMUSG00000078772	Gm12353	predicted gene 12353 [Source:MGI Symbol;Acc:MGI:3699710]	NA		NA			NA	ENSMUSP00000103885	ENSMUST00000108250	5	5	4	3	0	0	6	1	8	6	2	0	4	4	4	4	3
ENSMUSG00000078773	Rad54b	RAD54 homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:3605986]	623474	ENSG00000197275	80.1354	RAD54B	RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228]	25788	ENSMUSP00000092767,ENSMUSP00000136561,ENSMUSP00000066977,ENSMUSP00000103942	ENSMUST00000144499,ENSMUST00000095145,ENSMUST00000179498,ENSMUST00000179731,ENSMUST00000178725,ENSMUST00000070755,ENSMUST00000108306	67	36	67	64	84	70	63	86	20	41	103	57	112	70	93	67	179
ENSMUSG00000078776	9530053A07Rik	RIKEN cDNA 9530053A07 gene [Source:MGI Symbol;Acc:MGI:2442118]	319482		NA			NA	ENSMUSP00000114986,ENSMUSP00000056479	ENSMUST00000129051,ENSMUST00000150948,ENSMUST00000059886,ENSMUST00000130693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078779	Zfp59	zinc finger protein 59 [Source:MGI Symbol;Acc:MGI:99206]	22717	ENSG00000197782	51.3017	ZNF780A	zinc finger protein 780A [Source:HGNC Symbol;Acc:HGNC:27603]	284323	ENSMUSP00000145671,ENSMUSP00000103968	ENSMUST00000205701,ENSMUST00000108331	620	720	457	707	398	610	555	671	750	807	678	534	766	663	686	601	613
ENSMUSG00000078780	Gm5150	predicted gene 5150 [Source:MGI Symbol;Acc:MGI:3779469]	381484	ENSG00000198053	29.097	SIRPA	signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]	140885	ENSMUSP00000103984,ENSMUSP00000141397	ENSMUST00000108347,ENSMUST00000194367	198	36	74	29	49	33	92	300	17	8	34	33	23	20	137	37	185
ENSMUSG00000078783	Gm9733	predicted gene 9733 [Source:MGI Symbol;Acc:MGI:3780136]	751864	ENSG00000089012	45.5056	SIRPG	signal regulatory protein gamma [Source:HGNC Symbol;Acc:HGNC:15757]	55423	ENSMUSP00000103998	ENSMUST00000108361	117	20	40	8	31	11	32	181	4	8	11	2	54	30	52	30	134
ENSMUSG00000078783	Gm9733	predicted gene 9733 [Source:MGI Symbol;Acc:MGI:3780136]	751864	ENSG00000101307	45.5056	SIRPB1	signal regulatory protein beta 1 [Source:HGNC Symbol;Acc:HGNC:15928]	10326	ENSMUSP00000103998	ENSMUST00000108361	117	20	40	8	31	11	32	181	4	8	11	2	54	30	52	30	134
ENSMUSG00000078783	Gm9733	predicted gene 9733 [Source:MGI Symbol;Acc:MGI:3780136]	751864	ENSG00000198053	45.5056	SIRPA	signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]	140885	ENSMUSP00000103998	ENSMUST00000108361	117	20	40	8	31	11	32	181	4	8	11	2	54	30	52	30	134
ENSMUSG00000078784	Rbis	ribosomal biogenesis factor [Source:MGI Symbol;Acc:MGI:1916376]	69126	ENSG00000176731	55.3957	RBIS	ribosomal biogenesis factor [Source:HGNC Symbol;Acc:HGNC:32235]	401466	ENSMUSP00000139401,ENSMUSP00000139512,ENSMUSP00000139464,ENSMUSP00000104002	ENSMUST00000185423,ENSMUST00000190064,ENSMUST00000185384,ENSMUST00000186870,ENSMUST00000108365	1955	1370	1582	2009	2480	2883	1745	1847	1564	1297	2318	1615	2386	2675	1494	1612	1490
ENSMUSG00000078786	BC024978	cDNA sequence BC024978 [Source:MGI Symbol;Acc:MGI:3041247]	414069	ENSG00000188493	72.2992	C19orf54	chromosome 19 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:24758]	284325	ENSMUSP00000122238,ENSMUSP00000104016,ENSMUSP00000137189,ENSMUSP00000123290	ENSMUST00000123108,ENSMUST00000108379,ENSMUST00000179391,ENSMUST00000155931	202	245	128	182	190	191	141	131	189	232	224	184	139	108	175	162	189
ENSMUSG00000078787	Cyp2t4	cytochrome P450, family 2, subfamily t, polypeptide 4 [Source:MGI Symbol;Acc:MGI:2686296]	384724		NA			NA	ENSMUSP00000104022,ENSMUSP00000126779	ENSMUST00000108385,ENSMUST00000164093	13	27	6	4	2	3	1	4	12	9	6	6	10	1	7	9	3
ENSMUSG00000078789	Dph1	diphthamide biosynthesis 1 [Source:MGI Symbol;Acc:MGI:2151233]	116905	ENSG00000108963	86.3014	DPH1	diphthamide biosynthesis 1 [Source:HGNC Symbol;Acc:HGNC:3003]	1801	ENSMUSP00000116537,ENSMUSP00000042162	ENSMUST00000148944,ENSMUST00000139958,ENSMUST00000044949,ENSMUST00000150910,ENSMUST00000156489	1206	1442	756	790	1342	1332	1123	952	1297	1693	1040	1175	1177	1136	1038	1370	1041
ENSMUSG00000078793	Gm5155	predicted gene 5155 [Source:MGI Symbol;Acc:MGI:3647191]	381852	ENSG00000079385	13.0272	CEACAM1	CEA cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:1814]	634	ENSMUSP00000156991	ENSMUST00000072381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078794	Dact3	dishevelled-binding antagonist of beta-catenin 3 [Source:MGI Symbol;Acc:MGI:3654828]	629378	ENSG00000197380	88.6885	DACT3	dishevelled binding antagonist of beta catenin 3 [Source:HGNC Symbol;Acc:HGNC:30745]	147906	ENSMUSP00000104133	ENSMUST00000108493	5	4	2	3	10	5	5	4	1	6	3	0	4	17	7	23	8
ENSMUSG00000078795	Ceacam15	carcinoembryonic antigen-related cell adhesion molecule 15 [Source:MGI Symbol;Acc:MGI:2141810]	101434	ENSG00000007129	40.1709	CEACAM21	CEA cell adhesion molecule 21 [Source:HGNC Symbol;Acc:HGNC:28834]	90273	ENSMUSP00000104138	ENSMUST00000108498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078796	Zfp541	zinc finger protein 541 [Source:MGI Symbol;Acc:MGI:3647699]	666528	ENSG00000118156	75.2018	ZNF541	zinc finger protein 541 [Source:HGNC Symbol;Acc:HGNC:25294]	84215	ENSMUSP00000147475,ENSMUSP00000148143,ENSMUSP00000104149	ENSMUST00000209369,ENSMUST00000210805,ENSMUST00000108509	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078798	Sult2a1	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 1 [Source:MGI Symbol;Acc:MGI:98430]	20859	ENSG00000105398	63.8596	SULT2A1	sulfotransferase family 2A member 1 [Source:HGNC Symbol;Acc:HGNC:11458]	6822	ENSMUSP00000104162	ENSMUST00000108522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078799	Sult2a5	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 5 [Source:MGI Symbol;Acc:MGI:3648378]	434264	ENSG00000105398	63.1579	SULT2A1	sulfotransferase family 2A member 1 [Source:HGNC Symbol;Acc:HGNC:11458]	6822	ENSMUSP00000104165	ENSMUST00000108525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078800	Bsph2	binder of sperm protein homolog 2 [Source:MGI Symbol;Acc:MGI:1924934]	77684		NA			NA	ENSMUSP00000104166,ENSMUSP00000144514	ENSMUST00000108526,ENSMUST00000202285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078808	Vmn1r58	vomeronasal 1 receptor 58 [Source:MGI Symbol;Acc:MGI:3033473]	81014		NA			NA	ENSMUSP00000154393,ENSMUSP00000104209	ENSMUST00000228728,ENSMUST00000227549,ENSMUST00000226315,ENSMUST00000108569	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000078810	Gp6	glycoprotein 6 (platelet) [Source:MGI Symbol;Acc:MGI:1889810]	243816	ENSG00000088053	60.0639	GP6	glycoprotein VI platelet [Source:HGNC Symbol;Acc:HGNC:14388]	51206	ENSMUSP00000145740,ENSMUSP00000104231	ENSMUST00000206928,ENSMUST00000108590	306	168	643	473	871	630	414	397	89	180	638	199	559	1702	649	430	806
ENSMUSG00000078812	Eif5a	eukaryotic translation initiation factor 5A [Source:MGI Symbol;Acc:MGI:106248]	276770	ENSG00000132507	100	EIF5A	eukaryotic translation initiation factor 5A [Source:HGNC Symbol;Acc:HGNC:3300]	1984	ENSMUSP00000132717,ENSMUSP00000104247,ENSMUSP00000047008,ENSMUSP00000137459,ENSMUSP00000104251,ENSMUSP00000067077,ENSMUSP00000104252,ENSMUSP00000104253,ENSMUSP00000123402,ENSMUSP00000068651,ENSMUSP00000104250,ENSMUSP00000104248,ENSMUSP00000104249	ENSMUST00000164359,ENSMUST00000108607,ENSMUST00000043419,ENSMUST00000153652,ENSMUST00000108611,ENSMUST00000070996,ENSMUST00000108612,ENSMUST00000108613,ENSMUST00000152589,ENSMUST00000071026,ENSMUST00000108610,ENSMUST00000108608,ENSMUST00000108609	46022	46073	37415	47460	73955	72853	57068	42135	40123	46164	58114	54088	75419	70734	63452	70024	58650
ENSMUSG00000078813	Leng1	leukocyte receptor cluster (LRC) member 1 [Source:MGI Symbol;Acc:MGI:1917007]	69757	ENSG00000105617	81.9923	LENG1	leukocyte receptor cluster member 1 [Source:HGNC Symbol;Acc:HGNC:15502]	79165	ENSMUSP00000019878	ENSMUST00000019878	1653	1465	1060	1080	1517	1625	1366	994	1625	1626	1195	940	1342	1549	1549	1258	1111
ENSMUSG00000078815	Cacng6	calcium channel, voltage-dependent, gamma subunit 6 [Source:MGI Symbol;Acc:MGI:1859168]	54378	ENSG00000130433	85	CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6 [Source:HGNC Symbol;Acc:HGNC:13625]	59285	ENSMUSP00000138622,ENSMUSP00000104287	ENSMUST00000183200,ENSMUST00000108647	4	7	0	2	26	9	14	4	7	0	13	10	9	0	23	4	1
ENSMUSG00000078816	Prkcg	protein kinase C, gamma [Source:MGI Symbol;Acc:MGI:97597]	18752	ENSG00000126583	98.9957	PRKCG	protein kinase C gamma [Source:HGNC Symbol;Acc:HGNC:9402]	5582	ENSMUSP00000145498,ENSMUSP00000097874,ENSMUSP00000131351	ENSMUST00000203081,ENSMUST00000203600,ENSMUST00000100301,ENSMUST00000203454,ENSMUST00000172109	12	22	5	2	26	25	13	35	39	26	37	12	55	26	51	62	12
ENSMUSG00000078817	Nlrp12	NLR family, pyrin domain containing 12 [Source:MGI Symbol;Acc:MGI:2676630]	378425	ENSG00000142405	72.7704	NLRP12	NLR family pyrin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:22938]	91662	ENSMUSP00000104293	ENSMUST00000205233,ENSMUST00000108653	60	21	88	10	27	0	44	122	23	5	4	2	14	16	21	26	194
ENSMUSG00000078838	Gm17382	predicted gene, 17382 [Source:MGI Symbol;Acc:MGI:4937016]	102638016		NA			NA		ENSMUST00000236777,ENSMUST00000243463,ENSMUST00000108741	1	1	0	0	0	0	0	0	0	1	0	1	2	0	0	2	0
ENSMUSG00000078840	Gm10999	predicted gene 10999 [Source:MGI Symbol;Acc:MGI:3779215]	NA		NA			NA	ENSMUSP00000104376	ENSMUST00000108743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078847	Gm6746	predicted pseudogene 6746 [Source:MGI Symbol;Acc:MGI:3645488]	NA		NA			NA		ENSMUST00000108774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078850	Gm2348	predicted pseudogene 2348 [Source:MGI Symbol;Acc:MGI:3780518]	NA		NA			NA		ENSMUST00000108782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078851	H2aw	H2A.W histone [Source:MGI Symbol;Acc:MGI:2448458]	319162	ENSG00000181218	100	H2AW	H2A.W histone [Source:HGNC Symbol;Acc:HGNC:20507]	92815	ENSMUSP00000104445	ENSMUST00000108817	174	123	209	201	202	245	214	152	148	102	313	230	274	261	187	185	189
ENSMUSG00000078853	Igtp	interferon gamma induced GTPase [Source:MGI Symbol;Acc:MGI:107729]	16145	ENSG00000237693	21.9858	IRGM	immunity related GTPase M [Source:HGNC Symbol;Acc:HGNC:29597]	345611	ENSMUSP00000091721,ENSMUSP00000130878,ENSMUSP00000047356	ENSMUST00000094169,ENSMUST00000168280,ENSMUST00000035266	37423	33518	26183	31427	34080	32734	39489	26444	22598	26705	26295	24308	33052	29549	27421	26339	25304
ENSMUSG00000078861	Zfp931	zinc finger protein 931 [Source:MGI Symbol;Acc:MGI:2441662]	353208		NA			NA	ENSMUSP00000104552,ENSMUSP00000120716,ENSMUSP00000104551	ENSMUST00000108924,ENSMUST00000131702,ENSMUST00000123265,ENSMUST00000108923	232	174	262	397	364	227	181	279	206	203	295	398	362	582	398	208	410
ENSMUSG00000078862	Gm14326	predicted gene 14326 [Source:MGI Symbol;Acc:MGI:3709298]	665211		NA			NA	ENSMUSP00000104556,ENSMUSP00000137615,ENSMUSP00000104560,ENSMUSP00000104558	ENSMUST00000108928,ENSMUST00000178829,ENSMUST00000108932,ENSMUST00000108930	140	213	202	257	161	150	203	274	207	168	251	262	214	347	257	168	364
ENSMUSG00000078864	Gm14322	predicted gene 14322 [Source:MGI Symbol;Acc:MGI:3652185]	626802		NA			NA	ENSMUSP00000136870,ENSMUSP00000104570	ENSMUST00000119838,ENSMUST00000108942,ENSMUST00000148388	0	0	1	0	7	0	0	3	1	0	0	0	0	1	1	2	0
ENSMUSG00000078865	Gm14406	predicted gene 14406 [Source:MGI Symbol;Acc:MGI:3649838]	NA		NA			NA	ENSMUSP00000104573,ENSMUSP00000104571	ENSMUST00000108945,ENSMUST00000108943	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000078866	Zfp970	zinc finger protein 970 [Source:MGI Symbol;Acc:MGI:3652255]	628308		NA			NA	ENSMUSP00000104580,ENSMUSP00000096600	ENSMUST00000108952,ENSMUST00000099002	0	13	1	8	4	7	6	7	16	1	2	19	15	11	9	2	47
ENSMUSG00000078867	Gm14418	predicted gene 14418 [Source:MGI Symbol;Acc:MGI:3702408]	NA		NA			NA	ENSMUSP00000116617,ENSMUSP00000104583	ENSMUST00000128657,ENSMUST00000149689,ENSMUST00000108955	1	1	1	0	4	0	1	0	1	1	1	0	1	3	0	1	8
ENSMUSG00000078868	Gm14412	predicted gene 14412 [Source:MGI Symbol;Acc:MGI:3652251]	NA		NA			NA	ENSMUSP00000104587	ENSMUST00000108959	0	1	0	4	2	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000078869	Gm14409	predicted gene 14409 [Source:MGI Symbol;Acc:MGI:3649811]	NA		NA			NA	ENSMUSP00000104591	ENSMUST00000108963	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSMUSG00000078870	Gm14410	predicted gene 14410 [Source:MGI Symbol;Acc:MGI:3709158]	100043403		NA			NA	ENSMUSP00000114668,ENSMUSP00000104592	ENSMUST00000133301,ENSMUST00000156269,ENSMUST00000108964	38	57	38	75	72	37	67	41	17	60	42	91	65	79	67	48	189
ENSMUSG00000078872	Gm14401	predicted gene 14401 [Source:MGI Symbol;Acc:MGI:3650075]	NA		NA			NA	ENSMUSP00000104596,ENSMUSP00000119549,ENSMUSP00000104598	ENSMUST00000108969,ENSMUST00000108968,ENSMUST00000134614,ENSMUST00000108970	0	1	0	0	7	0	0	1	0	0	0	2	0	1	0	0	1
ENSMUSG00000078875	Gm14419	predicted gene 14419 [Source:MGI Symbol;Acc:MGI:3702410]	NA		NA			NA	ENSMUSP00000118666,ENSMUSP00000104603,ENSMUSP00000117002,ENSMUSP00000137257	ENSMUST00000126358,ENSMUST00000108975,ENSMUST00000156844,ENSMUST00000178182	0	0	0	0	0	1	0	5	4	2	1	0	1	1	5	4	8
ENSMUSG00000078876	Gm14408	predicted gene 14408 [Source:MGI Symbol;Acc:MGI:3651910]	NA		NA			NA	ENSMUSP00000113743,ENSMUSP00000119426	ENSMUST00000122218,ENSMUST00000126726	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078877	Gm14295	predicted gene 14295 [Source:MGI Symbol;Acc:MGI:3709624]	100039123		NA			NA	ENSMUSP00000113133,ENSMUSP00000119262,ENSMUSP00000136320	ENSMUST00000118012,ENSMUST00000132883,ENSMUST00000179435	30	50	24	38	36	47	46	68	52	31	35	46	35	53	44	36	55
ENSMUSG00000078878	Gm14305	predicted gene 14305 [Source:MGI Symbol;Acc:MGI:3709632]	100043387		NA			NA	ENSMUSP00000104609,ENSMUSP00000104608,ENSMUSP00000104611	ENSMUST00000108981,ENSMUST00000108980,ENSMUST00000108983	109	114	94	186	102	112	140	224	118	111	164	195	183	211	228	151	156
ENSMUSG00000078879	Zfp973	zinc finger protein 973 [Source:MGI Symbol;Acc:MGI:3615331]	545490		NA			NA	ENSMUSP00000113873,ENSMUSP00000104613,ENSMUSP00000115307	ENSMUST00000121956,ENSMUST00000108985,ENSMUST00000141122	0	0	0	3	0	0	1	1	1	1	0	1	0	1	0	0	0
ENSMUSG00000078880	Gm14308	predicted gene 14308 [Source:MGI Symbol;Acc:MGI:3782921]	100043381		NA			NA	ENSMUSP00000104618,ENSMUSP00000113990,ENSMUSP00000112702	ENSMUST00000108990,ENSMUST00000119149,ENSMUST00000117267,ENSMUST00000126807	1	0	2	8	0	3	4	11	0	3	3	1	4	6	0	2	1
ENSMUSG00000078881	Gm14434	predicted gene 14434 [Source:MGI Symbol;Acc:MGI:3702417]	668039		NA			NA	ENSMUSP00000113558,ENSMUSP00000113254,ENSMUSP00000112478	ENSMUST00000120959,ENSMUST00000120521,ENSMUST00000122097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078886	Gm2026	predicted gene 2026 [Source:MGI Symbol;Acc:MGI:3780195]	100039060		NA			NA	ENSMUSP00000104635,ENSMUSP00000134428,ENSMUSP00000104636	ENSMUST00000109007,ENSMUST00000174416,ENSMUST00000109008	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000078887	Gm6710	predicted gene 6710 [Source:MGI Symbol;Acc:MGI:3779623]	626832		NA			NA	ENSMUSP00000104640,ENSMUSP00000104639	ENSMUST00000149549,ENSMUST00000109012,ENSMUST00000109011,ENSMUST00000147820	0	0	0	2	0	4	1	4	1	1	3	3	0	2	1	1	0
ENSMUSG00000078889	Gm14288	predicted gene 14288 [Source:MGI Symbol;Acc:MGI:3706570]	13999		NA			NA	ENSMUSP00000104648,ENSMUSP00000121303	ENSMUST00000109020,ENSMUST00000123863	2	3	0	2	2	0	1	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000078891	Gm11008	predicted gene 11008 [Source:MGI Symbol;Acc:MGI:3779224]	NA		NA			NA		ENSMUST00000109032,ENSMUST00000178432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078894	2210418O10Rik	RIKEN cDNA 2210418O10 gene [Source:MGI Symbol;Acc:MGI:1924208]	100504263		NA			NA	ENSMUSP00000096607,ENSMUSP00000118168,ENSMUSP00000116894,ENSMUSP00000126545	ENSMUST00000099009,ENSMUST00000136719,ENSMUST00000135430,ENSMUST00000166464	1	1	0	4	1	0	0	1	0	1	0	1	6	4	2	0	2
ENSMUSG00000078895	Gm11009	predicted gene 11009 [Source:MGI Symbol;Acc:MGI:3779227]	NA		NA			NA	ENSMUSP00000104589	ENSMUST00000108961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078896	Zfp965	zinc finger protein 965 [Source:MGI Symbol;Acc:MGI:3779822]	100503949		NA			NA	ENSMUSP00000104670,ENSMUSP00000104630,ENSMUSP00000104671,ENSMUSP00000120552	ENSMUST00000109042,ENSMUST00000109002,ENSMUST00000109043,ENSMUST00000143490	0	1	1	5	2	0	1	1	0	1	0	1	0	2	0	0	0
ENSMUSG00000078897	Gm4724	predicted gene 4724 [Source:MGI Symbol;Acc:MGI:3782904]	100043915		NA			NA	ENSMUSP00000104673,ENSMUSP00000104674,ENSMUSP00000121866	ENSMUST00000109045,ENSMUST00000153210,ENSMUST00000109046,ENSMUST00000152941	7	16	13	16	13	24	10	29	33	25	16	11	22	28	6	20	15
ENSMUSG00000078898	Zfp968	zinc finger protein 968 [Source:MGI Symbol;Acc:MGI:3782903]	100043914		NA			NA	ENSMUSP00000116661,ENSMUSP00000104676,ENSMUSP00000104675	ENSMUST00000131676,ENSMUST00000109048,ENSMUST00000109047	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000078899	Gm4631	predicted gene 4631 [Source:MGI Symbol;Acc:MGI:3782813]	627914		NA			NA	ENSMUSP00000113670,ENSMUSP00000104678	ENSMUST00000121393,ENSMUST00000109050	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078901	Gm14440	predicted gene 14440 [Source:MGI Symbol;Acc:MGI:3702430]	100503353		NA			NA	ENSMUSP00000096596,ENSMUSP00000104679	ENSMUST00000098998,ENSMUST00000109051	1	1	1	2	0	0	0	1	0	1	0	0	3	1	1	0	0
ENSMUSG00000078902	Gm14443	predicted gene 14443 [Source:MGI Symbol;Acc:MGI:3652324]	NA		NA			NA	ENSMUSP00000104682	ENSMUST00000127251,ENSMUST00000109054	0	1	0	0	0	0	1	0	0	1	1	1	2	0	9	0	1
ENSMUSG00000078903	Gm14391	predicted gene 14391 [Source:MGI Symbol;Acc:MGI:3709324]	665001		NA			NA	ENSMUSP00000104684,ENSMUSP00000104683,ENSMUSP00000096626,ENSMUSP00000104686,ENSMUSP00000127636	ENSMUST00000151240,ENSMUST00000109056,ENSMUST00000109055,ENSMUST00000099028,ENSMUST00000109058,ENSMUST00000165892	1	1	0	0	5	0	4	3	2	2	0	2	1	1	1	0	1
ENSMUSG00000078905	Gm14393	predicted gene 14393 [Source:MGI Symbol;Acc:MGI:3649576]	664987		NA			NA	ENSMUSP00000072668,ENSMUSP00000104694	ENSMUST00000072895,ENSMUST00000109066	1	0	0	0	0	1	0	0	1	0	0	2	0	0	8	2	6
ENSMUSG00000078906	Gm14444	predicted gene 14444 [Source:MGI Symbol;Acc:MGI:3652325]	105244402		NA			NA	ENSMUSP00000104697,ENSMUSP00000104698	ENSMUST00000109069,ENSMUST00000109070	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000078907	Fam186b	family with sequence similarity 186, member B [Source:MGI Symbol;Acc:MGI:3647604]	545136	ENSG00000135436	56.0976	FAM186B	family with sequence similarity 186 member B [Source:HGNC Symbol;Acc:HGNC:25296]	84070	ENSMUSP00000104728,ENSMUSP00000155427	ENSMUST00000109100,ENSMUST00000230608	5	4	0	7	21	0	0	1	0	8	0	1	2	4	3	2	5
ENSMUSG00000078908	Mon1b	MON1 homolog B, secretory traffciking associated [Source:MGI Symbol;Acc:MGI:1923231]	270096	ENSG00000103111	87.8843	MON1B	MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]	22879	ENSMUSP00000137605,ENSMUSP00000045089	ENSMUST00000179926,ENSMUST00000035777	4219	4523	2295	2659	3525	3593	3165	3208	4000	4952	3709	3462	4388	3992	3242	4257	2836
ENSMUSG00000078912	Gm11011	predicted gene 11011 [Source:MGI Symbol;Acc:MGI:3779229]	NA		NA			NA	ENSMUSP00000104788	ENSMUST00000109160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078915	Hsp25-ps1	heat shock protein 25, pseudogene 1 [Source:MGI Symbol;Acc:MGI:96241]	NA		NA			NA		ENSMUST00000109187	2	0	1	0	1	0	0	0	0	0	0	0	0	4	1	0	0
ENSMUSG00000078917	Gm11281	predicted gene 11281 [Source:MGI Symbol;Acc:MGI:3651906]	NA		NA			NA		ENSMUST00000141391	0	1	0	0	0	4	1	0	0	2	0	0	1	0	0	0	0
